NCBI GeneID	Symbol	Description	Transcripts	Ensembl GeneIDs
100226412	GSG1L	GSG1 like	6	ENSTGUG00000004546
100226414	TJAP1	tight junction associated protein 1	3	ENSTGUG00000026328
100226415	RSL1D1	ribosomal L1 domain containing 1	1	ENSTGUG00000005174
100226417	TFAP4	transcription factor AP-4	1	
100226419	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	4	ENSTGUG00000003571
100226420	PLA2G12A	phospholipase A2 group XIIA	1	ENSTGUG00000004164
100226422	ANO10	anoctamin 10	3	ENSTGUG00000003830
100226423	COL24A1	collagen type XXIV alpha 1 chain	2	ENSTGUG00000006382
100226424	AEN	apoptosis enhancing nuclease	2	ENSTGUG00000008335
100226425	RSPH4A	radial spoke head component 4A	1	ENSTGUG00000025748
100226427	MESD	mesoderm development LRP chaperone	1	ENSTGUG00000026294
100226428	DERL1	derlin 1	1	ENSTGUG00000027312
100226431	HSPA9	heat shock protein family A (Hsp70) member 9	1	ENSTGUG00000014760
100226435	NPY2R	neuropeptide Y receptor Y2	1	ENSTGUG00000023203
100226438	DRAXIN	dorsal inhibitory axon guidance protein	2	ENSTGUG00000002343
100226439	FAM81A	family with sequence similarity 81 member A	2	ENSTGUG00000005890
100226440	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6	ENSTGUG00000005460
100226441	AFF1	ALF transcription elongation factor 1	1	ENSTGUG00000002726
100226443	OTUD7A	OTU deubiquitinase 7A	5	ENSTGUG00000005449
100226444	F2RL1	F2R like trypsin receptor 1	1	
100226445	LRBA	LPS responsive beige-like anchor protein	5	ENSTGUG00000002514
100226447	AVL9	AVL9 cell migration associated	1	ENSTGUG00000005196
100226450	GLB1	galactosidase beta 1	2	ENSTGUG00000004528
100226451	SHC4	SHC adaptor protein 4	3	ENSTGUG00000007228
100226453	SORD	sorbitol dehydrogenase	1	ENSTGUG00000004734
100226454	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	3	ENSTGUG00000004459
100226455	BRWD1	bromodomain and WD repeat domain containing 1	1	ENSTGUG00000005062
100226457	DOP1B	DOP1 leucine zipper like protein B	4	ENSTGUG00000004760
100226458	BTD	biotinidase	5	ENSTGUG00000023167
100226459	GPATCH11	G-patch domain containing 11	2	ENSTGUG00000008777
100226460	PLA2G10	phospholipase A2 group X	2	
100226464	CLCN7	chloride voltage-gated channel 7	1	ENSTGUG00000004211
100226467	AXIN1	axin 1	3	ENSTGUG00000004338
100226468	RAB11FIP3	RAB11 family interacting protein 3	5	ENSTGUG00000003751
100226471	ANKDD1A	ankyrin repeat and death domain containing 1A	4	ENSTGUG00000009014
100226475	CHD2	chromodomain helicase DNA binding protein 2	5	ENSTGUG00000008540
100226477	DPH3	diphthamide biosynthesis 3	1	
100226479	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	1	ENSTGUG00000006226
100226480	PEX11A	peroxisomal biogenesis factor 11 alpha	2	ENSTGUG00000029023
100226484	ADAMTSL3	ADAMTS like 3	1	ENSTGUG00000007800
100226485	VLDLR	very low density lipoprotein receptor	2	ENSTGUG00000005386
100226487	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	1	ENSTGUG00000007369
100226489	BOC	BOC cell adhesion associated, oncogene regulated	2	ENSTGUG00000013417
100226491	FN3K	fructosamine 3 kinase	1	ENSTGUG00000007633
100226492	CHD1L	chromodomain helicase DNA binding protein 1 like	3	ENSTGUG00000013392
100226493	ARHGEF26	Rho guanine nucleotide exchange factor 26	1	ENSTGUG00000011330
100226494	NMT1	N-myristoyltransferase 1	1	ENSTGUG00000019907
100226495	MTERF2	mitochondrial transcription termination factor 2	2	ENSTGUG00000011016
100226498	CCDC47	coiled-coil domain containing 47	6	ENSTGUG00000001935
100226499	TRPC5	transient receptor potential cation channel subfamily C member 5	2	ENSTGUG00000006117
100226500	VIPR1	vasoactive intestinal peptide receptor 1	1	ENSTGUG00000025240
100226502	TMEM164	transmembrane protein 164	3	ENSTGUG00000019246
100226504	LPAR4	lysophosphatidic acid receptor 4	2	ENSTGUG00000021204
100226510	NUP98	nucleoporin 98 and 96 precursor	4	ENSTGUG00000000556
100226513	ECHDC2	enoyl-CoA hydratase domain containing 2	2	ENSTGUG00000009091
100226515	PTPRN	protein tyrosine phosphatase receptor type N	1	ENSTGUG00000005960
100226517	CTDSP1	CTD small phosphatase 1	1	ENSTGUG00000021628
100226518	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	5	ENSTGUG00000028690
100226520	APTX	aprataxin	1	ENSTGUG00000001441
100226525	C9orf72	C9orf72-SMCR8 complex subunit	2	ENSTGUG00000001401
100226533	DENND3	DENN domain containing 3	1	ENSTGUG00000012690
100226536	FADS6	fatty acid desaturase 6	1	ENSTGUG00000008836
100226539	ITGB3	integrin subunit beta 3	1	ENSTGUG00000003122
100226541	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	1	ENSTGUG00000012507
100226544	RNF157	ring finger protein 157	6	ENSTGUG00000007998
100226545	COL4A5	collagen type IV alpha 5 chain	4	ENSTGUG00000004144
100226547	ODAD4	outer dynein arm docking complex subunit 4	2	ENSTGUG00000002476
100226550	PSMD3	proteasome 26S subunit, non-ATPase 3	1	ENSTGUG00000002261
100226552	PFN2	profilin 2	2	
100226558	GYG1	glycogenin 1	4	ENSTGUG00000029536
100226563	SP3	Sp3 transcription factor	2	ENSTGUG00000008690
100226564	GAP43	growth associated protein 43	1	ENSTGUG00000029244
100226565	AIFM1	apoptosis inducing factor mitochondria associated 1	2	ENSTGUG00000005167
100226566	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	3	ENSTGUG00000008360
100226568	WDR44	WD repeat domain 44	1	ENSTGUG00000003141
100226575	WNT10A	Wnt family member 10A	1	
100226577	XRCC5	X-ray repair cross complementing 5	1	ENSTGUG00000005014
100226580	PRICKLE2	prickle planar cell polarity protein 2	3	ENSTGUG00000009461
100226583	QARS1	glutaminyl-tRNA synthetase 1	1	ENSTGUG00000008887
100226584	ATF2	activating transcription factor 2	10	ENSTGUG00000008880
100226585	KLHDC8B	kelch domain containing 8B	5	ENSTGUG00000008764
100226589	ADGRF5	adhesion G protein-coupled receptor F5	5	ENSTGUG00000013215
100226590	MYLK	myosin light chain kinase	3	ENSTGUG00000004238
100226591	MAGT1	magnesium transporter 1	1	ENSTGUG00000005953
100226592	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	4	ENSTGUG00000022909
100226596	UBXN2A	UBX domain protein 2A	4	ENSTGUG00000013185
100226597	CASKIN2	CASK interacting protein 2	5	ENSTGUG00000026779
100226598	RASA1	RAS p21 protein activator 1	1	ENSTGUG00000001169
100226601	TMEM104	transmembrane protein 104	3	ENSTGUG00000025589
100226603	PHF20L1	PHD finger protein 20 like 1	15	ENSTGUG00000012558
100226604	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	2	ENSTGUG00000007773
100226606	DHX38	DEAH-box helicase 38	1	ENSTGUG00000008196
100226608	TBC1D30	TBC1 domain family member 30	4	ENSTGUG00000006564
100226609	SLIT1	slit guidance ligand 1	1	ENSTGUG00000009734
100226610	SLC2A11	solute carrier family 2 member 11	1	ENSTGUG00000010259
100226611	SLC25A28	solute carrier family 25 member 28	3	ENSTGUG00000009410
100226613	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	1	ENSTGUG00000006720
100226614	MED13L	mediator complex subunit 13L	1	ENSTGUG00000008964
100226615	SLC38A7	solute carrier family 38 member 7	2	ENSTGUG00000005957
100226616	SLC16A12	solute carrier family 16 member 12	1	ENSTGUG00000008356
100226617	GNAO1	G protein subunit alpha o1	2	ENSTGUG00000006660
100226618	LAMA2	laminin subunit alpha 2	9	ENSTGUG00000011732
100226619	ULK1	unc-51 like autophagy activating kinase 1	3	ENSTGUG00000007986
100226621	PDCD4	programmed cell death 4	4	ENSTGUG00000010667
100226623	DDC	dopa decarboxylase	2	ENSTGUG00000007930
100226624	MTRF1L	mitochondrial translation release factor 1 like	2	ENSTGUG00000011186
100226625	SUDS3	SDS3 homolog, SIN3A corepressor complex component	1	
100226628	GIT2	GIT ArfGAP 2	9	ENSTGUG00000007438
100226630	PIGG	phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group)	6	ENSTGUG00000000146
100226631	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	1	ENSTGUG00000006179
100226632	FUT10	fucosyltransferase 10	3	ENSTGUG00000000279
100226634	MPHOSPH9	M-phase phosphoprotein 9	8	ENSTGUG00000005443
100226635	TMEM128	transmembrane protein 128	3	ENSTGUG00000009913
100226636	DCUN1D2	defective in cullin neddylation 1 domain containing 2	4	ENSTGUG00000009237
100226637	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	1	ENSTGUG00000017335
100226638	SF3A3	splicing factor 3a subunit 3	1	ENSTGUG00000001466
100226639	BOD1L1	biorientation of chromosomes in cell division 1 like 1	6	ENSTGUG00000024952
100226640	PLPP6	phospholipid phosphatase 6	1	ENSTGUG00000029432
100226643	STX6	syntaxin 6	1	ENSTGUG00000017359
100226646	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	9	ENSTGUG00000010457
100226647	ANKRD13C	ankyrin repeat domain 13C	1	ENSTGUG00000010275,ENSTGUG00000026570
100226648	TENT5B	terminal nucleotidyltransferase 5B	1	ENSTGUG00000000977
100226651	MCF2L	MCF.2 cell line derived transforming sequence like	16	ENSTGUG00000009021
100226656	WASF2	WASP family member 2	3	ENSTGUG00000000966
100226657	LAP3	leucine aminopeptidase 3	1	ENSTGUG00000009661
100226658	EPB41	erythrocyte membrane protein band 4.1	1	ENSTGUG00000000745
100226659	ACSF3	acyl-CoA synthetase family member 3	1	ENSTGUG00000007811
100226660	PTPRR	protein tyrosine phosphatase receptor type R	1	ENSTGUG00000007124
100226663	C11H16orf87	chromosome 11 C16orf87 homolog	1	ENSTGUG00000028626
100226666	POLL	DNA polymerase lambda	6	ENSTGUG00000009972
100226669	BICDL1	BICD family like cargo adaptor 1	3	ENSTGUG00000009346
100226670	TNKS2	tankyrase 2	1	ENSTGUG00000008510
100226672	CYLD	CYLD lysine 63 deubiquitinase	3	ENSTGUG00000007517
100226676	SUFU	SUFU negative regulator of hedgehog signaling	2	ENSTGUG00000010131
100226677	ERCC5	ERCC excision repair 5, endonuclease	4	ENSTGUG00000010817
100226681	AKAP17A	A-kinase anchoring protein 17A	3	ENSTGUG00000010729
100226682	RMND1	required for meiotic nuclear division 1 homolog	1	ENSTGUG00000011268
100226685	CCT5	chaperonin containing TCP1 subunit 5	1	ENSTGUG00000007632
100226686	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	5	ENSTGUG00000000120
100226688	CYTL1	cytokine like 1	2	ENSTGUG00000009949
100226689	CHAMP1	chromosome alignment maintaining phosphoprotein 1	2	ENSTGUG00000020637
100226691	CCDC92	coiled-coil domain containing 92	1	ENSTGUG00000025395
100226692	PSMB2	proteasome 20S subunit beta 2	1	ENSTGUG00000001663
100226693	VPS37B	VPS37B subunit of ESCRT-I	1	ENSTGUG00000028060
100226694	STS	steroid sulfatase	1	
100226695	TMEM121	transmembrane protein 121	1	
100226696	RCAN3	RCAN family member 3	2	ENSTGUG00000001146
100226697	NALCN	sodium leak channel, non-selective	11	ENSTGUG00000010876
100226700	UBE2K	ubiquitin conjugating enzyme E2 K	3	ENSTGUG00000008793
100226701	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	7	ENSTGUG00000009900
100226702	CRYZ	crystallin zeta	2	
100226703	ID3	inhibitor of DNA binding 3, HLH protein	1	ENSTGUG00000000904
100226707	CDO1	cysteine dioxygenase type 1	1	ENSTGUG00000023603
100226709	RGS12	regulator of G protein signaling 12	6	ENSTGUG00000010365
100226710	NKAIN1	sodium/potassium transporting ATPase interacting 1	1	ENSTGUG00000000810
100226712	FDPS	farnesyl diphosphate synthase	1	ENSTGUG00000016507
100226714	ABLIM1	actin binding LIM protein 1	32	ENSTGUG00000010927
100226715	COG8	component of oligomeric golgi complex 8	2	ENSTGUG00000008065
100226716	SORCS1	sortilin related VPS10 domain containing receptor 1	3	ENSTGUG00000010498
100226717	ZFPM1	zinc finger protein, FOG family member 1	1	
100226720	ANGEL2	angel homolog 2	3	ENSTGUG00000002995
100226722	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	2	ENSTGUG00000004476
100226724	SLC25A47	solute carrier family 25 member 47	2	ENSTGUG00000019586
100226725	AP2A2	adaptor related protein complex 2 subunit alpha 2	4	ENSTGUG00000009676
100226726	EXOC2	exocyst complex component 2	2	ENSTGUG00000002131
100226728	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	5	ENSTGUG00000001770
100226729	ARPC5	actin related protein 2/3 complex subunit 5	1	ENSTGUG00000003888
100226730	MAT2B	methionine adenosyltransferase 2 non-catalytic beta subunit	1	ENSTGUG00000001479
100226731	BTBD7	BTB domain containing 7	8	ENSTGUG00000012623
100226733	VIM	vimentin	1	
100226734	CABLES2	Cdk5 and Abl enzyme substrate 2	1	ENSTGUG00000007738
100226736	DENND2B	DENN domain containing 2B	8	ENSTGUG00000008328
100226737	GPR52	G protein-coupled receptor 52	5	ENSTGUG00000029618
100226739	EML5	EMAP like 5	9	ENSTGUG00000026833
100226741	RIF1	replication timing regulatory factor 1	4	
100226743	P4HA2	prolyl 4-hydroxylase subunit alpha 2	4	ENSTGUG00000001347
100226745	SLC19A1	solute carrier family 19 member 1	2	ENSTGUG00000016708
100226746	CTNND1	catenin delta 1	7	ENSTGUG00000007067
100226748	SLC35C2	solute carrier family 35 member C2	2	ENSTGUG00000005747
100226749	NKX2-2	NK2 homeobox 2	3	ENSTGUG00000007528
100226750	ALDH6A1	aldehyde dehydrogenase 6 family member A1	1	ENSTGUG00000014114
100226753	ERN1	endoplasmic reticulum to nucleus signaling 1	2	ENSTGUG00000004752
100226755	CCDC86	coiled-coil domain containing 86	1	
100226759	NCOA5	nuclear receptor coactivator 5	5	ENSTGUG00000005841
100226760	USP6NL	USP6 N-terminal like	6	ENSTGUG00000002142
100226761	AQR	aquarius intron-binding spliceosomal factor	1	ENSTGUG00000011770
100226762	NUDT14	nudix hydrolase 14	3	ENSTGUG00000012924
100226763	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	8	ENSTGUG00000001817
100226774	TTC9	tetratricopeptide repeat domain 9	1	ENSTGUG00000028000
100226775	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	1	ENSTGUG00000011508
100226776	CBLB	Cbl proto-oncogene B	3	ENSTGUG00000013612
100226778	FANCM	FA complementation group M	2	ENSTGUG00000013226
100226779	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	2	ENSTGUG00000010689
100226780	NUMA1	nuclear mitotic apparatus protein 1	6	ENSTGUG00000025341
100226782	ATF3	activating transcription factor 3	1	ENSTGUG00000003050
100226785	CPT1A	carnitine palmitoyltransferase 1A	2	ENSTGUG00000009993
100226786	AP5M1	adaptor related protein complex 5 subunit mu 1	1	ENSTGUG00000013050
100226787	SPINT1	serine peptidase inhibitor, Kunitz type 1	1	ENSTGUG00000010764
100226789	HACD1	3-hydroxyacyl-CoA dehydratase 1	3	ENSTGUG00000021209
100226791	HIF1A	hypoxia inducible factor 1 subunit alpha	2	ENSTGUG00000012978
100226792	BET1L	Bet1 golgi vesicular membrane trafficking protein like	1	ENSTGUG00000025632
100226793	MGME1	mitochondrial genome maintenance exonuclease 1	4	ENSTGUG00000005912
100226796	THADA	THADA armadillo repeat containing	8	ENSTGUG00000003517
100226798	PDSS1	decaprenyl diphosphate synthase subunit 1	2	
100226800	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	1	ENSTGUG00000019330
100226803	DUSP8	dual specificity phosphatase 8	4	ENSTGUG00000009455
100226804	CDH9	cadherin 9	2	ENSTGUG00000001934
100226807	PANK3	pantothenate kinase 3	3	ENSTGUG00000023391
100226808	SPTY2D1	SPT2 chromatin protein domain containing 1	1	ENSTGUG00000008968
100226812	WDR47	WD repeat domain 47	1	ENSTGUG00000004499
100226813	DIDO1	death inducer-obliterator 1	4	ENSTGUG00000007595
100226814	CCM2	CCM2 scaffold protein	1	ENSTGUG00000015039
100226817	FLRT2	fibronectin leucine rich transmembrane protein 2	4	ENSTGUG00000012394
100226820	SPTBN4	spectrin beta, non-erythrocytic 4	3	ENSTGUG00000026942
100226821	CCDC9B	coiled-coil domain containing 9B	14	ENSTGUG00000007285
100226822	ACOT8	acyl-CoA thioesterase 8	1	ENSTGUG00000006152
100226824	DLST	dihydrolipoamide S-succinyltransferase	1	ENSTGUG00000012171
100226825	CDYL	chromodomain Y like	3	ENSTGUG00000002246
100226829	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	3	ENSTGUG00000002935
100226834	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	1	ENSTGUG00000002028
100226836	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit	4	ENSTGUG00000001867
100226838	ZGPAT	zinc finger CCCH-type and G-patch domain containing	1	ENSTGUG00000023535
100226839	MSH2	mutS homolog 2	1	ENSTGUG00000005502
100226841	SGK2	serum/glucocorticoid regulated kinase 2	2	ENSTGUG00000004480
100226842	IL6ST	interleukin 6 cytokine family signal transducer	1	ENSTGUG00000002569
100226844	HSP90AA1	heat shock protein 90 alpha family class A member 1	1	ENSTGUG00000012808
100226847	KIN	Kin17 DNA and RNA binding protein	2	ENSTGUG00000002119
100226848	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	1	ENSTGUG00000012305
100226849	FILIP1L	filamin A interacting protein 1 like	6	ENSTGUG00000013634
100226851	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	5	ENSTGUG00000011440
100226852	STXBP6	syntaxin binding protein 6	5	ENSTGUG00000011795
100226853	CD47	CD47 molecule	8	ENSTGUG00000013609
100226854	ZFYVE1	zinc finger FYVE-type containing 1	6	ENSTGUG00000011255
100226855	NUMB	NUMB endocytic adaptor protein	8	ENSTGUG00000011219
100226856	VPS50	VPS50 subunit of EARP/GARPII complex	2	ENSTGUG00000001501
100226858	NEMF	nuclear export mediator factor	1	ENSTGUG00000013197
100226859	CELF1	CUGBP Elav-like family member 1	21	ENSTGUG00000010377
100226862	PAK4	p21 (RAC1) activated kinase 4	1	
100226863	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	1	ENSTGUG00000013078
100226864	NUSAP1	nucleolar and spindle associated protein 1	1	ENSTGUG00000010822
100226865	MOB2	MOB kinase activator 2	4	ENSTGUG00000009466
100226869	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	4	ENSTGUG00000002747
100226871	RNF141	ring finger protein 141	2	ENSTGUG00000020047
100226873	EFEMP1	EGF containing fibulin extracellular matrix protein 1	2	ENSTGUG00000006870
100226874	ABTB2	ankyrin repeat and BTB domain containing 2	1	ENSTGUG00000005690
100226876	SLC16A6	solute carrier family 16 member 6	2	ENSTGUG00000004137
100226877	C2H8orf76	chromosome 2 C8orf76 homolog	1	ENSTGUG00000012429
100226879	CDH19	cadherin 19	3	ENSTGUG00000009319
100226881	AFMID	arylformamidase	1	
100226882	ANKRD46	ankyrin repeat domain 46	2	ENSTGUG00000026399
100226884	RNASEH1	ribonuclease H1	2	ENSTGUG00000012980
100226887	RSPO2	R-spondin 2	2	ENSTGUG00000012214
100226890	COL12A1	collagen type XII alpha 1 chain	4	ENSTGUG00000012648
100226891	CLVS1	clavesin 1	1	ENSTGUG00000011217
100226892	NOP2	NOP2 nucleolar protein	1	ENSTGUG00000013336
100226897	LZTR1	leucine zipper like post translational regulator 1	3	ENSTGUG00000001281
100226898	MC5R	melanocortin 5 receptor	1	ENSTGUG00000022441
100226899	CRACR2A	calcium release activated channel regulator 2A	3	
100226905	NMD3	NMD3 ribosome export adaptor	1	ENSTGUG00000011140
100226907	KMT2D	lysine methyltransferase 2D	1	ENSTGUG00000021075
100226908	LHX2	LIM homeobox 2	2	ENSTGUG00000028408
100226909	TRMT12	tRNA methyltransferase 12 homolog	2	ENSTGUG00000002280
100226913	EXOC6B	exocyst complex component 6B	5	ENSTGUG00000015491,ENSTGUG00000029577
100226914	KLHL42	kelch like family member 42	1	ENSTGUG00000012691
100226915	PICALM	phosphatidylinositol binding clathrin assembly protein	10	ENSTGUG00000012969
100226921	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	1	ENSTGUG00000007194
100226922	RERGL	RERG like	2	ENSTGUG00000019530
100226925	CACNA1D	calcium voltage-gated channel subunit alpha1 D	16	ENSTGUG00000006839
100226928	DDX6	DEAD-box helicase 6	1	ENSTGUG00000017360
100226930	PPFIBP1	PPFIA binding protein 1	24	ENSTGUG00000012151
100226932	ZNF451	zinc finger protein 451	5	ENSTGUG00000012796
100226938	ZBTB14	zinc finger and BTB domain containing 14	3	ENSTGUG00000026034
100226939	MTO1	mitochondrial tRNA translation optimization 1	1	ENSTGUG00000012680
100226942	BPTF	bromodomain PHD finger transcription factor	12	ENSTGUG00000004512
100226944	CEP192	centrosomal protein 192	2	ENSTGUG00000009492
100226945	COL14A1	collagen type XIV alpha 1 chain	3	ENSTGUG00000012390
100226946	TRPS1	transcriptional repressor GATA binding 1	4	ENSTGUG00000012298
100226948	NOL10	nucleolar protein 10	1	ENSTGUG00000013047
100226950	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	1	ENSTGUG00000011835
100226951	GHSR	growth hormone secretagogue receptor	1	ENSTGUG00000010823
100226957	FASN	fatty acid synthase	2	ENSTGUG00000003719
100226958	MRPL15	mitochondrial ribosomal protein L15	5	ENSTGUG00000011032
100226960	PPFIA4	PTPRF interacting protein alpha 4	9	ENSTGUG00000001363
100226961	DLGAP1	DLG associated protein 1	12	ENSTGUG00000010015
100226966	ITFG2	integrin alpha FG-GAP repeat containing 2	1	ENSTGUG00000013150
100226968	PTGS1	prostaglandin-endoperoxide synthase 1	1	ENSTGUG00000006822
100226969	OSGIN2	oxidative stress induced growth inhibitor family member 2	2	ENSTGUG00000011801
100226973	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2	5	ENSTGUG00000026184
100226976	PI4KB	phosphatidylinositol 4-kinase beta	5	ENSTGUG00000017387
100226977	LRP6	LDL receptor related protein 6	3	ENSTGUG00000012717
100226979	PRMT8	protein arginine methyltransferase 8	2	ENSTGUG00000013173
100226980	ZIC1	Zic family member 1	1	ENSTGUG00000008838
100226981	PLEKHO1	pleckstrin homology domain containing O1	1	ENSTGUG00000019427
100226982	ATRN	attractin	1	ENSTGUG00000015245
100226983	NINJ2	ninjurin 2	2	ENSTGUG00000012626
100226985	MYCN	MYCN proto-oncogene, bHLH transcription factor	6	
100226986	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3	4	
100226987	KDM5A	lysine demethylase 5A	2	ENSTGUG00000012633
100226988	FLAD1	flavin adenine dinucleotide synthetase 1	1	ENSTGUG00000004205
100226990	TIGAR	TP53 induced glycolysis regulatory phosphatase	2	ENSTGUG00000012270
100226991	ERICH1	glutamate rich 1	1	ENSTGUG00000012937
100226993	TTC38	tetratricopeptide repeat domain 38	5	ENSTGUG00000011788
100226994	ACKR3	atypical chemokine receptor 3	1	ENSTGUG00000003645
100226995	KLF15	KLF transcription factor 15	2	ENSTGUG00000008214
100226999	SEMA4C	semaphorin 4C	3	ENSTGUG00000015063,ENSTGUG00000018999
100227000	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	1	ENSTGUG00000002942
100227002	ZNF207	zinc finger protein 207	12	ENSTGUG00000004789
100227006	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	2	ENSTGUG00000007061
100227007	DENND10	DENN domain containing 10	3	ENSTGUG00000011107
100227008	CFAP97	cilia and flagella associated protein 97	2	ENSTGUG00000025785
100227009	ACOT9	acyl-CoA thioesterase 9	3	ENSTGUG00000007308
100227013	ZZZ3	zinc finger ZZ-type containing 3	5	ENSTGUG00000007000
100227015	CCDC102A	coiled-coil domain containing 102A	2	ENSTGUG00000004959
100227016	DCTD	dCMP deaminase	6	ENSTGUG00000006536
100227018	ATMIN	ATM interactor	1	ENSTGUG00000004575
100227021	WDR17	WD repeat domain 17	6	ENSTGUG00000006388
100227022	IGSF21	immunoglobin superfamily member 21	1	ENSTGUG00000028337,ENSTGUG00000028833
100227023	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7	2	ENSTGUG00000004169
100227024	POLK	DNA polymerase kappa	5	ENSTGUG00000006177
100227027	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	5	ENSTGUG00000007414
100227028	KLHL17	kelch like family member 17	2	ENSTGUG00000003991
100227029	FUT11	fucosyltransferase 11	1	ENSTGUG00000006970
100227036	CTTNBP2	cortactin binding protein 2	1	ENSTGUG00000004732
100227037	LGALS8	galectin 8	2	ENSTGUG00000010394
100227040	SLC35F3	solute carrier family 35 member F3	2	ENSTGUG00000010208
100227041	OGDHL	oxoglutarate dehydrogenase L	2	ENSTGUG00000005897
100227042	ARID5B	AT-rich interaction domain 5B	5	ENSTGUG00000005270
100227044	RNLS	renalase, FAD dependent amine oxidase	3	
100227045	PDPK1	3-phosphoinositide dependent protein kinase 1	10	ENSTGUG00000009532
100227046	MSL3	MSL complex subunit 3	1	ENSTGUG00000008286
100227047	PLPP3	phospholipid phosphatase 3	1	ENSTGUG00000009552
100227049	SALL3	spalt like transcription factor 3	4	ENSTGUG00000006541
100227053	GPR137B	G protein-coupled receptor 137B	1	ENSTGUG00000010376
100227054	PPEF1	protein phosphatase with EF-hand domain 1	2	ENSTGUG00000007736
100227055	BRAT1	BRCA1 associated ATM activator 1	2	ENSTGUG00000008077
100227056	GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1	2	ENSTGUG00000027953
100227057	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	4	ENSTGUG00000005956
100227058	PTCHD1	patched domain containing 1	1	ENSTGUG00000021804
100227059	RAD54L	RAD54 like	1	ENSTGUG00000008233
100227060	SYT17	synaptotagmin 17	1	ENSTGUG00000009436
100227066	PDXK	pyridoxal kinase	1	ENSTGUG00000021550
100227068	VEGFD	vascular endothelial growth factor D	1	ENSTGUG00000008080
100227071	ANO6	anoctamin 6	1	ENSTGUG00000006024
100227073	DNAI3	dynein axonemal intermediate chain 3	1	ENSTGUG00000006462
100227075	ZCCHC7	zinc finger CCHC-type containing 7	2	ENSTGUG00000007203
100227077	CFAP20	cilia and flagella associated protein 20	2	ENSTGUG00000004759
100227081	CSNK2A2	casein kinase 2 alpha 2	1	ENSTGUG00000004713
100227082	TMEM38B	transmembrane protein 38B	1	ENSTGUG00000027549
100227083	UTP15	UTP15 small subunit processome component	2	ENSTGUG00000005903
100227085	CLSTN1	calsyntenin 1	4	ENSTGUG00000003610
100227086	KAT6B	lysine acetyltransferase 6B	8	
100227089	NRCAM	neuronal cell adhesion molecule	40	ENSTGUG00000005630
100227090	TPRKB	TP53RK binding protein	1	ENSTGUG00000020604
100227092	EGLN1	egl-9 family hypoxia inducible factor 1	1	ENSTGUG00000010081
100227095	PDCD2	programmed cell death 2	1	
100227097	FGGY	FGGY carbohydrate kinase domain containing	7	ENSTGUG00000009695
100227098	GPRC5B	G protein-coupled receptor class C group 5 member B	2	ENSTGUG00000009310
100227099	ADNP2	ADNP homeobox 2	5	ENSTGUG00000006688
100227100	ADGRG6	adhesion G protein-coupled receptor G6	5	ENSTGUG00000010957
100227101	AFDN	afadin, adherens junction formation factor	23	ENSTGUG00000009578
