NCBI.GeneID	Symbol	Description	Transcripts	Ensembl.GeneIDs	external_gene_name	chromosome_name	start_position	end_position
100226443	OTUD7A	OTU deubiquitinase 7A	5	ENSTGUG00000005449	OTUD7A	10	5948478	6080125
100226444	F2RL1	F2R like trypsin receptor 1	1		NA	NA	NA	NA
100226445	LRBA	LPS responsive beige-like anchor protein	5	ENSTGUG00000002514	LRBA	4	59010793	59378495
100226447	AVL9	AVL9 cell migration associated	1	ENSTGUG00000005196	AVL9	2	46074375	46115649
100226450	GLB1	galactosidase beta 1	2	ENSTGUG00000004528	GLB1	2	44352697	44393377
100226451	SHC4	SHC adaptor protein 4	3	ENSTGUG00000007228	SHC4	10	10869500	10899319
100226453	SORD	sorbitol dehydrogenase	1	ENSTGUG00000004734	SORD	10	4409825	4427574
100226454	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	3	ENSTGUG00000004459	DNAJB12	6	2935895	3011176
100226455	BRWD1	bromodomain and WD repeat domain containing 1	1	ENSTGUG00000005062	BRWD1	1	110658369	110700544
100226457	DOP1B	DOP1 leucine zipper like protein B	4	ENSTGUG00000004760	DOP1B	1	112023222	112069211
100226458	BTD	biotinidase	5	ENSTGUG00000023167	BTD	2	35415554	35425112
100226459	GPATCH11	G-patch domain containing 11	2	ENSTGUG00000008777	GPATCH11	3	79145845	79154066
100226460	PLA2G10	phospholipase A2 group X	2		NA	NA	NA	NA
100226464	CLCN7	chloride voltage-gated channel 7	1	ENSTGUG00000004211	CLCN7	14	13971722	13991168
100226467	AXIN1	axin 1	3	ENSTGUG00000004338	AXIN1	14	13843473	13912273
100226468	RAB11FIP3	RAB11 family interacting protein 3	5	ENSTGUG00000003751	RAB11FIP3	14	14843057	14924112
100226471	ANKDD1A	ankyrin repeat and death domain containing 1A	4	ENSTGUG00000009014	ANKDD1A	10	18619549	18635365
100226475	CHD2	chromodomain helicase DNA binding protein 2	5	ENSTGUG00000008540	CHD2	10	15388981	15444072
100226477	DPH3	diphthamide biosynthesis 3	1		NA	NA	NA	NA
100226479	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	1	ENSTGUG00000006226	LRRC8C	8	17160798	17202930
100226480	PEX11A	peroxisomal biogenesis factor 11 alpha	2	ENSTGUG00000029023	PEX11A	10	13412804	13419219
100226484	ADAMTSL3	ADAMTS like 3	1	ENSTGUG00000007800	ADAMTSL3	10	12009183	12181124
100226485	VLDLR	very low density lipoprotein receptor	2	ENSTGUG00000005386	VLDLR	Z	68232908	68248911
100226487	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	1	ENSTGUG00000007369	BLOC1S6	10	11211002	11214971
100226489	BOC	BOC cell adhesion associated, oncogene regulated	2	ENSTGUG00000013417	BOC	1	20785663	20840152
100226491	FN3K	fructosamine 3 kinase	1	ENSTGUG00000007633	FN3K	18	6703863	6711421
100226492	CHD1L	chromodomain helicase DNA binding protein 1 like	3	ENSTGUG00000013392	CHD1L	1	23619128	23645801
100226493	ARHGEF26	Rho guanine nucleotide exchange factor 26	1	ENSTGUG00000011330	ARHGEF26	9	24878107	24903865
100226494	NMT1	N-myristoyltransferase 1	1	ENSTGUG00000019907		27	3693359	3797672
100226495	MTERF2	mitochondrial transcription termination factor 2	2	ENSTGUG00000011016	MTERF2	1A	51119191	51128481
100226498	CCDC47	coiled-coil domain containing 47	6	ENSTGUG00000001935	CCDC47	27	344258	354746
100226499	TRPC5	transient receptor potential cation channel subfamily C member 5	2	ENSTGUG00000006117	TRPC5	4A	17484143	17582254
100226500	VIPR1	vasoactive intestinal peptide receptor 1	1	ENSTGUG00000025240	VIPR1	2	3129811	3200920
100226502	TMEM164	transmembrane protein 164	3	ENSTGUG00000019246	TMEM164	4A	11460388	11495553
100226504	LPAR4	lysophosphatidic acid receptor 4	2	ENSTGUG00000021204	LPAR4	4A	4991820	5009051
100226510	NUP98	nucleoporin 98 and 96 precursor	4	ENSTGUG00000000556	NUP98	1	114143625	114178437
100226513	ECHDC2	enoyl-CoA hydratase domain containing 2	2	ENSTGUG00000009091	ECHDC2	8	7165236	7173509
100226515	PTPRN	protein tyrosine phosphatase receptor type N	1	ENSTGUG00000005960	PTPRN	7	10360634	10372179
100226517	CTDSP1	CTD small phosphatase 1	1	ENSTGUG00000021628	CTDSP1	7	9893245	9898364
100226518	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	5	ENSTGUG00000028690		Z	40453256	40503286
100226520	APTX	aprataxin	1	ENSTGUG00000001441	APTX	Z	39628025	39639950
100226525	C9orf72	C9orf72-SMCR8 complex subunit	2	ENSTGUG00000001401	C9orf72	Z	37613079	37661902
100226533	DENND3	DENN domain containing 3	1	ENSTGUG00000012690	DENND3	2	147209098	147240784
100226536	FADS6	fatty acid desaturase 6	1	ENSTGUG00000008836	FADS6	18	8937809	8956010
100226539	ITGB3	integrin subunit beta 3	1	ENSTGUG00000003122	ITGB3	27	4636006	4658647
100226541	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	1	ENSTGUG00000012507	NSMCE2	2	140156402	140282183
100226544	RNF157	ring finger protein 157	6	ENSTGUG00000007998	RNF157	18	8043364	8064939
100226545	COL4A5	collagen type IV alpha 5 chain	4	ENSTGUG00000004144	COL4A5	4A	11242330	11315066
100226547	ODAD4	outer dynein arm docking complex subunit 4	2	ENSTGUG00000002476	ODAD4	27	2388789	2398277
100226550	PSMD3	proteasome 26S subunit, non-ATPase 3	1	ENSTGUG00000002261	PSMD3	27	2899750	2905514
100226552	PFN2	profilin 2	2		NA	NA	NA	NA
100226558	GYG1	glycogenin 1	4	ENSTGUG00000029536	GYG1	9	25536494	25555787
100226563	SP3	Sp3 transcription factor	2	ENSTGUG00000008690	SP3	7	15523090	15557742
100226564	GAP43	growth associated protein 43	1	ENSTGUG00000029244	GAP43	1	21742876	21829274
100226565	AIFM1	apoptosis inducing factor mitochondria associated 1	2	ENSTGUG00000005167	AIFM1	4A	15041733	15056798
100226566	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	3	ENSTGUG00000008360	METAP1D	7	14737823	14780890
100226568	WDR44	WD repeat domain 44	1	ENSTGUG00000003141		4A	7871438	7893737
100226575	WNT10A	Wnt family member 10A	1		NA	NA	NA	NA
100226577	XRCC5	X-ray repair cross complementing 5	1	ENSTGUG00000005014	XRCC5	7	8813790	8866547
100226580	PRICKLE2	prickle planar cell polarity protein 2	3	ENSTGUG00000009461	PRICKLE2	12	6473505	6576667
100226583	QARS1	glutaminyl-tRNA synthetase 1	1	ENSTGUG00000008887	QARS1	12	8783383	8840893
100226584	ATF2	activating transcription factor 2	10	ENSTGUG00000008880	ATF2	7	15974076	16023098
100226585	KLHDC8B	kelch domain containing 8B	5	ENSTGUG00000008764	KLHDC8B	12	8883398	8886391
100226589	ADGRF5	adhesion G protein-coupled receptor F5	5	ENSTGUG00000013215	ADGRF5	3	6676438	6717466
100226590	MYLK	myosin light chain kinase	3	ENSTGUG00000004238	MYLK	7	4725052	4923515
100226591	MAGT1	magnesium transporter 1	1	ENSTGUG00000005953	MAGT1	4A	17289865	17301041
100226592	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	4	ENSTGUG00000022909	ANKFN1	18	10501637	10600956
100226596	UBXN2A	UBX domain protein 2A	4	ENSTGUG00000013185	UBXN2A	3	7951585	7971222
100226597	CASKIN2	CASK interacting protein 2	5	ENSTGUG00000026779	CASKIN2	18	8570697	8601447
100226598	RASA1	RAS p21 protein activator 1	1	ENSTGUG00000001169	RASA1	Z	33120524	33174261
100226601	TMEM104	transmembrane protein 104	3	ENSTGUG00000025589	TMEM104	18	8980085	9022393
100226603	PHF20L1	PHD finger protein 20 like 1	15	ENSTGUG00000012558	PHF20L1	2	143126112	143179742
100226604	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	2	ENSTGUG00000007773	MGAT5B	18	7635332	7705443
100226606	DHX38	DEAH-box helicase 38	1	ENSTGUG00000008196	DHX38	11	12172430	12182158
100226608	TBC1D30	TBC1 domain family member 30	4	ENSTGUG00000006564	TBC1D30	1A	31410577	31488936
100226609	SLIT1	slit guidance ligand 1	1	ENSTGUG00000009734	SLIT1	6	21363126	21421574
100226610	SLC2A11	solute carrier family 2 member 11	1	ENSTGUG00000010259	SLC2A11	15	2472764	2482895
100226611	SLC25A28	solute carrier family 25 member 28	3	ENSTGUG00000009410	SLC25A28	6	20998999	21003208
100226613	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	1	ENSTGUG00000006720	DYRK2	1A	32513485	32525073
100226614	MED13L	mediator complex subunit 13L	1	ENSTGUG00000008964	MED13L	15	5369446	5643444
100226615	SLC38A7	solute carrier family 38 member 7	2	ENSTGUG00000005957	SLC38A7	11	4633226	4640773
100226616	SLC16A12	solute carrier family 16 member 12	1	ENSTGUG00000008356	SLC16A12	6	18406596	18438219
100226617	GNAO1	G protein subunit alpha o1	2	ENSTGUG00000006660		11	3703180	3850890
100226618	LAMA2	laminin subunit alpha 2	9	ENSTGUG00000011732	LAMA2	3	53804376	54139059
100226619	ULK1	unc-51 like autophagy activating kinase 1	3	ENSTGUG00000007986	ULK1	15	8711727	8818521
100226621	PDCD4	programmed cell death 4	4	ENSTGUG00000010667	PDCD4	6	25503820	25522926
100226623	DDC	dopa decarboxylase	2	ENSTGUG00000007930	DDC	2	82417360	82473789
100226624	MTRF1L	mitochondrial translation release factor 1 like	2	ENSTGUG00000011186	MTRF1L	3	58642679	58662102
100226625	SUDS3	SDS3 homolog, SIN3A corepressor complex component	1		NA	NA	NA	NA
100226628	GIT2	GIT ArfGAP 2	9	ENSTGUG00000007438	GIT2	15	9929094	9953988
100226630	PIGG	phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group)	6	ENSTGUG00000000146	PIGG	Z	5065372	5146829
100226631	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	1	ENSTGUG00000006179	B3GNT4	15	11078614	11079732
100226632	FUT10	fucosyltransferase 10	3	ENSTGUG00000000279	FUT10	Z	4531171	4542864
100226634	MPHOSPH9	M-phase phosphoprotein 9	8	ENSTGUG00000005443	MPHOSPH9	15	11835507	11859052
100226635	TMEM128	transmembrane protein 128	3	ENSTGUG00000009913	TMEM128	4	13548141	13554322
100226636	DCUN1D2	defective in cullin neddylation 1 domain containing 2	4	ENSTGUG00000009237	DCUN1D2	1	88187540	88209191
100226637	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	1	ENSTGUG00000017335	DARS2	8	30003743	30017872
100226638	SF3A3	splicing factor 3a subunit 3	1	ENSTGUG00000001466	SF3A3	23	419719	426126
100226639	BOD1L1	biorientation of chromosomes in cell division 1 like 1	6	ENSTGUG00000024952	BOD1L1	4	14691113	14726856
100226640	PLPP6	phospholipid phosphatase 6	1	ENSTGUG00000029432	PLPP6	8	31471580	31475296
100226643	STX6	syntaxin 6	1	ENSTGUG00000017359	STX6	8	29592566	29606296
100226646	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	9	ENSTGUG00000010457	HERC2	1	81392953	81494682
100226647	ANKRD13C	ankyrin repeat domain 13C	1	ENSTGUG00000010275,ENSTGUG00000026570	NA	NA	NA	NA
100226648	TENT5B	terminal nucleotidyltransferase 5B	1	ENSTGUG00000000977	TENT5B	23	3706825	3711809
100226651	MCF2L	MCF.2 cell line derived transforming sequence like	16	ENSTGUG00000009021	MCF2L	1	88437350	88589903
100226656	WASF2	WASP family member 2	3	ENSTGUG00000000966	WASF2	23	3809134	3841900
100226657	LAP3	leucine aminopeptidase 3	1	ENSTGUG00000009661	LAP3	4	16168140	16182904
100226658	EPB41	erythrocyte membrane protein band 4.1	1	ENSTGUG00000000745	EPB41	23	6566233	6661038
100226659	ACSF3	acyl-CoA synthetase family member 3	1	ENSTGUG00000007811	ACSF3	11	11030847	11131537
100226660	PTPRR	protein tyrosine phosphatase receptor type R	1	ENSTGUG00000007124	PTPRR	1A	33515449	33650817
100226663	C11H16orf87	chromosome 11 C16orf87 homolog	1	ENSTGUG00000028626	C16orf87	11	13685280	13726242
100226666	POLL	DNA polymerase lambda	6	ENSTGUG00000009972	POLL	6	21909360	21920640
100226669	BICDL1	BICD family like cargo adaptor 1	3	ENSTGUG00000009346	BICDL1	15	4002685	4051083
100226670	TNKS2	tankyrase 2	1	ENSTGUG00000008510	TNKS2	6	18904479	18933502
100226672	CYLD	CYLD lysine 63 deubiquitinase	3	ENSTGUG00000007517	CYLD	RRCB01000048.1	12977	35102
100226676	SUFU	SUFU negative regulator of hedgehog signaling	2	ENSTGUG00000010131	SUFU	6	22405925	22495149
100226677	ERCC5	ERCC excision repair 5, endonuclease	4	ENSTGUG00000010817	ERCC5	1	76857898	76873433
100226681	AKAP17A	A-kinase anchoring protein 17A	3	ENSTGUG00000010729	AKAP17A	1	79934809	79942813
100226682	RMND1	required for meiotic nuclear division 1 homolog	1	ENSTGUG00000011268	RMND1	3	57908937	57929508
100226685	CCT5	chaperonin containing TCP1 subunit 5	1	ENSTGUG00000007632	CCT5	2	79980719	79991646
100226686	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	5	ENSTGUG00000000120	GNE	Z	6193980	6229997
100226688	CYTL1	cytokine like 1	2	ENSTGUG00000009949	CYTL1	4	13178400	13181331
100226689	CHAMP1	chromosome alignment maintaining phosphoprotein 1	2	ENSTGUG00000020637	CHAMP1	1	87671488	87674325
100226691	CCDC92	coiled-coil domain containing 92	1	ENSTGUG00000025395	CCDC92	15	12064815	12123941
100226692	PSMB2	proteasome 20S subunit beta 2	1	ENSTGUG00000001663	PSMB2	23	1289613	1301525
100226693	VPS37B	VPS37B subunit of ESCRT-I	1	ENSTGUG00000028060	VPS37B	15	11655379	11670949
100226694	STS	steroid sulfatase	1		NA	NA	NA	NA
100226695	TMEM121	transmembrane protein 121	1		NA	NA	NA	NA
100226696	RCAN3	RCAN family member 3	2	ENSTGUG00000001146	RCAN3	23	3011890	3018994
100226697	NALCN	sodium leak channel, non-selective	11	ENSTGUG00000010876	NALCN	1	75933337	76162410
100226700	UBE2K	ubiquitin conjugating enzyme E2 K	3	ENSTGUG00000008793	UBE2K	4	23204193	23247889
100226701	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	7	ENSTGUG00000009900	MAP4K4	1	84444226	84606083
100226702	CRYZ	crystallin zeta	2		NA	NA	NA	NA
100226703	ID3	inhibitor of DNA binding 3, HLH protein	1	ENSTGUG00000000904	ID3	23	4100096	4101795
100226707	CDO1	cysteine dioxygenase type 1	1	ENSTGUG00000023603	CDO1	Z	32909249	32921763
100226709	RGS12	regulator of G protein signaling 12	6	ENSTGUG00000010365	RGS12	4	9930338	10014770
100226710	NKAIN1	sodium/potassium transporting ATPase interacting 1	1	ENSTGUG00000000810	NKAIN1	23	5610137	5646462
100226712	FDPS	farnesyl diphosphate synthase	1	ENSTGUG00000016507	FDPS	25	1040939	1058447
100226714	ABLIM1	actin binding LIM protein 1	32	ENSTGUG00000010927	ABLIM1	6	27214179	27402031
100226715	COG8	component of oligomeric golgi complex 8	2	ENSTGUG00000008065	COG8	11	11465826	11469232
100226716	SORCS1	sortilin related VPS10 domain containing receptor 1	3	ENSTGUG00000010498	SORCS1	6	24441663	24698767
100226717	ZFPM1	zinc finger protein, FOG family member 1	1		NA	NA	NA	NA
100226720	ANGEL2	angel homolog 2	3	ENSTGUG00000002995	ANGEL2	3	101292567	101315934
100226722	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	2	ENSTGUG00000004476	CAMSAP2	8	22659578	22740585
100226724	SLC25A47	solute carrier family 25 member 47	2	ENSTGUG00000019586	SLC25A47	5	49986759	49998941
100226725	AP2A2	adaptor related protein complex 2 subunit alpha 2	4	ENSTGUG00000009676	AP2A2	5	16518471	16562954
100226726	EXOC2	exocyst complex component 2	2	ENSTGUG00000002131	EXOC2	2	62231960	62359190
100226728	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	5	ENSTGUG00000001770	EZH2	2	49765764	49817631
100226729	ARPC5	actin related protein 2/3 complex subunit 5	1	ENSTGUG00000003888	ARPC5	8	25314680	25318866
100226730	MAT2B	methionine adenosyltransferase 2 non-catalytic beta subunit	1	ENSTGUG00000001479	MAT2B	13	3343319	3355398
100226731	BTBD7	BTB domain containing 7	8	ENSTGUG00000012623	BTBD7	5	46343556	46393833
100226733	VIM	vimentin	1		NA	NA	NA	NA
100226734	CABLES2	Cdk5 and Abl enzyme substrate 2	1	ENSTGUG00000007738	CABLES2	20	9962618	9984219
100226736	DENND2B	DENN domain containing 2B	8	ENSTGUG00000008328	DENND2B	5	10752133	10906941
100226737	GPR52	G protein-coupled receptor 52	5	ENSTGUG00000029618	GPR52	8	27888616	27951353
100226739	EML5	EMAP like 5	9	ENSTGUG00000026833	EML5	5	44320297	44420948
100226741	RIF1	replication timing regulatory factor 1	4		NA	NA	NA	NA
100226743	P4HA2	prolyl 4-hydroxylase subunit alpha 2	4	ENSTGUG00000001347	P4HA2	13	7710252	7746064
100226745	SLC19A1	solute carrier family 19 member 1	2	ENSTGUG00000016708	SLC19A1	7	2072042	2077699
100226746	CTNND1	catenin delta 1	7	ENSTGUG00000007067	CTNND1	5	8924950	8952272
100226748	SLC35C2	solute carrier family 35 member C2	2	ENSTGUG00000005747	SLC35C2	20	6700272	6705534
100226749	NKX2-2	NK2 homeobox 2	3	ENSTGUG00000007528	NKX2-2	3	85084451	85086414
100226750	ALDH6A1	aldehyde dehydrogenase 6 family member A1	1	ENSTGUG00000014114	ALDH6A1	5	38511273	38523153
100226753	ERN1	endoplasmic reticulum to nucleus signaling 1	2	ENSTGUG00000004752	ERN1	18	3882695	3913836
100226755	CCDC86	coiled-coil domain containing 86	1		NA	NA	NA	NA
100226759	NCOA5	nuclear receptor coactivator 5	5	ENSTGUG00000005841	NCOA5	20	6850910	6869909
100226760	USP6NL	USP6 N-terminal like	6	ENSTGUG00000002142	USP6NL	1A	4677136	4790770
100226761	AQR	aquarius intron-binding spliceosomal factor	1	ENSTGUG00000011770	AQR	5	32687262	32737391
100226762	NUDT14	nudix hydrolase 14	3	ENSTGUG00000012924	NUDT14	5	53918976	53978219
100226763	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	8	ENSTGUG00000001817	HECW1	2	52300652	52552304
100226774	TTC9	tetratricopeptide repeat domain 9	1	ENSTGUG00000028000	TTC9	5	27526881	27560507
100226775	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	1	ENSTGUG00000011508	PIGH	5	29147755	29153486
100226776	CBLB	Cbl proto-oncogene B	3	ENSTGUG00000013612	CBLB	1	1944323	2064988
100226778	FANCM	FA complementation group M	2	ENSTGUG00000013226	FANCM	5	61103855	61158211
100226779	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	2	ENSTGUG00000010689	LARGE2	5	23762163	23785606
100226780	NUMA1	nuclear mitotic apparatus protein 1	6	ENSTGUG00000025341	NUMA1	1	4100278	4117997
100226782	ATF3	activating transcription factor 3	1	ENSTGUG00000003050	ATF3	3	101141577	101166703
100226785	CPT1A	carnitine palmitoyltransferase 1A	2	ENSTGUG00000009993	CPT1A	5	18131497	18169096
100226786	AP5M1	adaptor related protein complex 5 subunit mu 1	1	ENSTGUG00000013050	AP5M1	5	57552339	57562226
100226787	SPINT1	serine peptidase inhibitor, Kunitz type 1	1	ENSTGUG00000010764		5	24182769	24201427
100226789	HACD1	3-hydroxyacyl-CoA dehydratase 1	3	ENSTGUG00000021209	HACD1	2	20791113	20809324
100226791	HIF1A	hypoxia inducible factor 1 subunit alpha	2	ENSTGUG00000012978	HIF1A	5	55774707	55808936
100226792	BET1L	Bet1 golgi vesicular membrane trafficking protein like	1	ENSTGUG00000025632	BET1L	5	8794624	8797989
100226793	MGME1	mitochondrial genome maintenance exonuclease 1	4	ENSTGUG00000005912	MGME1	3	90497516	90503964
100226796	THADA	THADA armadillo repeat containing	8	ENSTGUG00000003517	THADA	3	97776191	97927494
100226798	PDSS1	decaprenyl diphosphate synthase subunit 1	2		NA	NA	NA	NA
100226800	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	1	ENSTGUG00000019330	MCFD2	3	105695845	105703955
100226803	DUSP8	dual specificity phosphatase 8	4	ENSTGUG00000009455	DUSP8	5	15582936	15622934
100226804	CDH9	cadherin 9	2	ENSTGUG00000001934	CDH9	2	57580439	57675156
100226807	PANK3	pantothenate kinase 3	3	ENSTGUG00000023391	PANK3	13	5228582	5251094
100226808	SPTY2D1	SPT2 chromatin protein domain containing 1	1	ENSTGUG00000008968	SPTY2D1	5	13870766	13889545
100226812	WDR47	WD repeat domain 47	1	ENSTGUG00000004499	WDR47	8	22629175	22654215
100226813	DIDO1	death inducer-obliterator 1	4	ENSTGUG00000007595	DIDO1	20	9449116	9500680
100226814	CCM2	CCM2 scaffold protein	1	ENSTGUG00000015039	CCM2	2	503175	515123
100226817	FLRT2	fibronectin leucine rich transmembrane protein 2	4	ENSTGUG00000012394	FLRT2	5	43234575	43294444
100226820	SPTBN4	spectrin beta, non-erythrocytic 4	3	ENSTGUG00000026942	SPTBN4	RRCB01000099.1	897163	951363
100226821	CCDC9B	coiled-coil domain containing 9B	14	ENSTGUG00000007285	CCDC9B	5	9277001	9303393
100226822	ACOT8	acyl-CoA thioesterase 8	1	ENSTGUG00000006152	ACOT8	20	6964542	6966782
100226824	DLST	dihydrolipoamide S-succinyltransferase	1	ENSTGUG00000012171	DLST	5	38918386	38934546
100226825	CDYL	chromodomain Y like	3	ENSTGUG00000002246		2	63188482	63290781
100226829	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	3	ENSTGUG00000002935		Z	59448741	59481520
100226834	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	1	ENSTGUG00000002028	PHLPP1	2	60699957	60836572
100226836	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit	4	ENSTGUG00000001867	METTL14	4	64967612	65052942
100226838	ZGPAT	zinc finger CCCH-type and G-patch domain containing	1	ENSTGUG00000023535	ZGPAT	20	8050867	8066925
100226839	MSH2	mutS homolog 2	1	ENSTGUG00000005502	MSH2	3	93006161	93052903
100226841	SGK2	serum/glucocorticoid regulated kinase 2	2	ENSTGUG00000004480	SGK2	20	4120839	4139742
100226842	IL6ST	interleukin 6 cytokine family signal transducer	1	ENSTGUG00000002569	IL6ST	Z	55717247	55749774
100226844	HSP90AA1	heat shock protein 90 alpha family class A member 1	1	ENSTGUG00000012808		5	50903812	50942850
100226847	KIN	Kin17 DNA and RNA binding protein	2	ENSTGUG00000002119		1A	2974485	2984700
100226848	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	1	ENSTGUG00000012305	VIPAS39	5	40122491	40144240
100226849	FILIP1L	filamin A interacting protein 1 like	6	ENSTGUG00000013634	FILIP1L	1	115954	334268
100226851	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	5	ENSTGUG00000011440	PLEKHD1	5	28189080	28217729
100226852	STXBP6	syntaxin binding protein 6	5	ENSTGUG00000011795	STXBP6	5	32925709	33015721
100226853	CD47	CD47 molecule	8	ENSTGUG00000013609	IFT57	1	2635670	2684597
100226854	ZFYVE1	zinc finger FYVE-type containing 1	6	ENSTGUG00000011255	ZFYVE1	5	26497760	26522892
100226855	NUMB	NUMB endocytic adaptor protein	8	ENSTGUG00000011219	NUMB	5	26275591	26365555
100226856	VPS50	VPS50 subunit of EARP/GARPII complex	2	ENSTGUG00000001501	VPS50	2	24127072	24208604
100226858	NEMF	nuclear export mediator factor	1	ENSTGUG00000013197		5	60277704	60296936
100226859	CELF1	CUGBP Elav-like family member 1	21	ENSTGUG00000010377	CELF1	5	22592598	22651597
100226862	PAK4	p21 (RAC1) activated kinase 4	1		NA	NA	NA	NA
100226863	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	1	ENSTGUG00000013078	MAPK1IP1L	5	58359583	58372027
100226864	NUSAP1	nucleolar and spindle associated protein 1	1	ENSTGUG00000010822	NUSAP1	5	24553873	24568335
100226865	MOB2	MOB kinase activator 2	4	ENSTGUG00000009466	MOB2	5	15645722	15754065
100226869	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	4	ENSTGUG00000002747	RAB3GAP2	3	104339252	104381236
100226871	RNF141	ring finger protein 141	2	ENSTGUG00000020047	RNF141	5	10031002	10043391
100226873	EFEMP1	EGF containing fibulin extracellular matrix protein 1	2	ENSTGUG00000006870	EFEMP1	3	86062569	86127974
100226874	ABTB2	ankyrin repeat and BTB domain containing 2	1	ENSTGUG00000005690	ABTB2	5	7702110	7813736
100226876	SLC16A6	solute carrier family 16 member 6	2	ENSTGUG00000004137	SLC16A6	18	2696719	2705165
100226877	C2H8orf76	chromosome 2 C8orf76 homolog	1	ENSTGUG00000012429	C8orf76	2	139382663	139390362
100226879	CDH19	cadherin 19	3	ENSTGUG00000009319	CDH19	2	97052366	97180527
100226881	AFMID	arylformamidase	1		NA	NA	NA	NA
100226882	ANKRD46	ankyrin repeat domain 46	2	ENSTGUG00000026399	ANKRD46	2	130444732	130494462
100226884	RNASEH1	ribonuclease H1	2	ENSTGUG00000012980	RNASEH1	3	18497399	18509900
100226887	RSPO2	R-spondin 2	2	ENSTGUG00000012214	RSPO2	2	133439995	133537332
100226890	COL12A1	collagen type XII alpha 1 chain	4	ENSTGUG00000012648	COL12A1	3	31365029	31463155
100226891	CLVS1	clavesin 1	1	ENSTGUG00000011217	CLVS1	2	115078539	115177756
100226892	NOP2	NOP2 nucleolar protein	1	ENSTGUG00000013336	NOP2	1	26197035	26203074
100226897	LZTR1	leucine zipper like post translational regulator 1	3	ENSTGUG00000001281	LZTR1	26	5857873	5895811
100226898	MC5R	melanocortin 5 receptor	1	ENSTGUG00000022441	MC5R	2	98334652	98339176
100226899	CRACR2A	calcium release activated channel regulator 2A	3		NA	NA	NA	NA
100226905	NMD3	NMD3 ribosome export adaptor	1	ENSTGUG00000011140	NMD3	9	23786752	23800763
100226907	KMT2D	lysine methyltransferase 2D	1	ENSTGUG00000021075		29	1808833	1835690
100226908	LHX2	LIM homeobox 2	2	ENSTGUG00000028408	LHX2	17	10490486	10512700
100226909	TRMT12	tRNA methyltransferase 12 homolog	2	ENSTGUG00000002280	TRMT12	4A	824251	828245
100226913	EXOC6B	exocyst complex component 6B	5	ENSTGUG00000015491,ENSTGUG00000029577	NA	NA	NA	NA
100226914	KLHL42	kelch like family member 42	1	ENSTGUG00000012691	KLHL42	1A	69554153	69566117
100226915	PICALM	phosphatidylinositol binding clathrin assembly protein	10	ENSTGUG00000012969	PICALM	1	31625258	31693578
100226921	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	1	ENSTGUG00000007194	APPL1	12	12110530	12136140
100226922	RERGL	RERG like	2	ENSTGUG00000019530	RERGL	1A	65335611	65346373
100226925	CACNA1D	calcium voltage-gated channel subunit alpha1 D	16	ENSTGUG00000006839	CACNA1D	12	13460302	13620799
100226928	DDX6	DEAD-box helicase 6	1	ENSTGUG00000017360	DDX6	24	7600636	7616282
100226930	PPFIBP1	PPFIA binding protein 1	24	ENSTGUG00000012151	PPFIBP1	1A	62372999	62475048
100226932	ZNF451	zinc finger protein 451	5	ENSTGUG00000012796	ZNF451	3	25488669	25527112
100226938	ZBTB14	zinc finger and BTB domain containing 14	3	ENSTGUG00000026034	ZBTB14	2	102046145	102089932
100226939	MTO1	mitochondrial tRNA translation optimization 1	1	ENSTGUG00000012680	MTO1	3	30765037	30772583
100226942	BPTF	bromodomain PHD finger transcription factor	12	ENSTGUG00000004512	BPTF	18	3594977	3645461
